tax_id,abundance,species,genus,family,order,class,phylum,clade,superkingdom,subspecies,species subgroup,species group,estimated counts,barcode,Bird,Air condition,Medium,
1353,6.83%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,23.64407095,barcode159,B03,AN,MSA,
2582830,48.15%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,166.6040741,barcode159,B03,AN,MSA,
37482,1.78%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,6.172357585,barcode159,B03,AN,MSA,
562,0.29%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,1,barcode159,B03,AN,MSA,
1353,2.35%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,336.7654728,barcode160,B03,AN,MSA,
2420313,9.77%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1400.291791,barcode160,B03,AN,MSA,
2582830,9.82%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1407.445049,barcode160,B03,AN,MSA,
562,77.43%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,11094.24824,barcode160,B03,AN,MSA,
37482,0.38%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,54.07066204,barcode160,B03,AN,MSA,
562,98.95%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,15713.89837,barcode161,B03,AN,CNA,
2582830,0.23%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,36.68987465,barcode161,B03,AN,CNA,
2420313,0.23%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,36.68987465,barcode161,B03,AN,CNA,
2420313,43.29%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,5547.650261,barcode162,B03,AN,MRS,
2582830,43.90%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,5626.265903,barcode162,B03,AN,MRS,
1353,8.41%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1078.142019,barcode162,B03,AN,MRS,
2057791,0.54%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,69.23765045,barcode162,B03,AN,MRS,
37734,0.85%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,109.0916743,barcode162,B03,AN,MRS,
1624,2.49%,Ligilactobacillus salivarius,Ligilactobacillus ,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,319.0248946,barcode162,B03,AN,MRS,
37482,0.31%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,39.67088421,barcode162,B03,AN,MRS,
562,99.38%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,10788.3902,barcode163,B03,AN,MRS,
562,94.48%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,14900.35128,barcode164,B03,AN,MRS,
1598,2.88%,Limosilactobacillus reuteri,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,453.8262477,barcode164,B03,AN,MRS,
2420313,0.89%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,140.9938698,barcode164,B03,AN,MRS,
2582830,1.08%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,170.341785,barcode164,B03,AN,MRS,
1353,0.24%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,38.0529741,barcode164,B03,AN,MRS,
562,98.30%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,21609.37707,barcode165,B03,AN,MRS,
2582830,0.60%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,132.179443,barcode165,B03,AN,MRS,
2420313,0.50%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,109.8395811,barcode165,B03,AN,MRS,
1353,0.23%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,51.38599401,barcode165,B03,AN,MRS,
562,99.33%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,31268.49489,barcode166,B03,AN,MRS,
624,0.28%,Shigella sonnei,Shigella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,87.82598669,barcode166,B03,AN,MRS,
37482,0.21%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,66.26663805,barcode166,B03,AN,MRS,
562,90.02%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,8031.119664,barcode167,B03,AN,CNA,
37482,0.36%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,31.9852667,barcode167,B03,AN,CNA,
584,8.31%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,740.8950697,barcode167,B03,AN,CNA,
2582830,0.61%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,54.29235552,barcode167,B03,AN,CNA,
2420313,0.61%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,54.29235552,barcode167,B03,AN,CNA,
562,77.55%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,13341.23409,barcode168,B03,AN,CNA,
2582830,9.94%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1709.964793,barcode168,B03,AN,CNA,
2420313,10.43%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1794.248424,barcode168,B03,AN,CNA,
1353,1.43%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,246.8249345,barcode168,B03,AN,CNA,
37482,0.24%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,41.87289422,barcode168,B03,AN,CNA,
562,99.87%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,110145.5346,barcode169,B03,AN,CNA,
562,95.96%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,215.9192825,barcode170,B03,AN,CNA,
47770,4.04%,Lactobacillus crispatus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,9.080717489,barcode170,B03,AN,CNA,
562,98.34%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,12563.64103,barcode171,B03,AN,CNA,
2420313,0.73%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,93.77863728,barcode171,B03,AN,CNA,
2582830,0.73%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,93.77863728,barcode171,B03,AN,CNA,
562,81.95%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,9461.308032,barcode172,B03,AN,CNAB,
2420313,8.12%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,937.4296027,barcode172,B03,AN,CNAB,
2582830,8.32%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,960.832392,barcode172,B03,AN,CNAB,
1353,1.10%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,127.0487071,barcode172,B03,AN,CNAB,
37482,0.27%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,31.25197545,barcode172,B03,AN,CNAB,
562,96.45%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,15669.60935,barcode173,B03,AN,CNAB,
2420313,1.50%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,243.218689,barcode173,B03,AN,CNAB,
2582830,1.60%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,260.6695173,barcode173,B03,AN,CNAB,
1353,0.30%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,48.69078556,barcode173,B03,AN,CNAB,
562,98.65%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,16350.79965,barcode174,B03,AN,CNAB,
2420313,0.38%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,63.17414718,barcode174,B03,AN,CNAB,
2582830,0.51%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,84.09284132,barcode174,B03,AN,CNAB,
1353,0.28%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,45.64408149,barcode174,B03,AN,CNAB,
562,98.70%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,16857.40116,barcode175,B03,AN,CNAB,
33945,0.42%,Enterococcus avium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,72.00008972,barcode175,B03,AN,CNAB,
2582830,0.53%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,90.17157498,barcode175,B03,AN,CNAB,
2582830,43.02%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,2768.797348,barcode176,B03,AN,CNAB,
2420313,43.89%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,2824.653158,barcode176,B03,AN,CNAB,
2057791,0.60%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,38.93139498,barcode176,B03,AN,CNAB,
1353,7.13%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,459.1668874,barcode176,B03,AN,CNAB,
37734,0.73%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,47.30454493,barcode176,B03,AN,CNAB,
37482,0.56%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,36.05548251,barcode176,B03,AN,CNAB,
1598,2.84%,Limosilactobacillus reuteri,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,183,barcode176,B03,AN,CNAB,
1624,0.99%,Ligilactobacillus  salivarius,Ligilactobacillus ,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,64,barcode176,B03,AN,CNAB,
562,99.18%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,15184.76005,barcode177,B03,AN,BBE,
2420313,0.24%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,36.99785536,barcode177,B03,AN,BBE,
1351,0.22%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,33.03834033,barcode177,B03,AN,BBE,
562,99.84%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,11587.78897,barcode178,B03,AN,BBE,
562,99.72%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,10456.37935,barcode179,B03,AN,BBE,
37482,0.23%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,24.53708771,barcode179,B03,AN,BBE,
562,99.77%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,20317.99286,barcode180,B03,AN,BBE,
562,98.83%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,17340.50153,barcode181,B03,AN,BBE,
2582830,0.43%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,76.0270212,barcode181,B03,AN,BBE,
2420313,0.48%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,84.17458192,barcode181,B03,AN,BBE,
584,99.72%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,19736.08123,barcode182,B04,AN,MSA,
584,99.16%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,15354.48217,barcode183,B04,AN,MSA,
37482,0.31%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,48.35145522,barcode183,B04,AN,MSA,
1408,0.22%,Bacillus pumilus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,34.22014917,barcode183,B04,AN,MSA,
562,88.32%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,19136.20078,barcode184,B04,AN,MSA,
584,11.22%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,2431.301108,barcode184,B04,AN,MSA,
37482,0.28%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,60.99987935,barcode184,B04,AN,MSA,
584,88.45%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,11814.29141,barcode185,B04,AN,MSA,
562,11.19%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,1494.024946,barcode185,B04,AN,MSA,
37482,0.23%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,30.25800758,barcode185,B04,AN,MSA,
584,99.84%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,27065.02835,barcode186,B04,AN,MSA,
562,99.59%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,14931.2007,barcode187,B04,AN,MRS,
37482,0.26%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,39.01627634,barcode187,B04,AN,MRS,
584,99.68%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,17736.23394,barcode188,B04,AN,MRS,
37482,0.23%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,41.74603652,barcode188,B04,AN,MRS,
584,99.65%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,12859.94864,barcode189,B04,AN,MRS,
37482,0.21%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,27.05132859,barcode189,B04,AN,MRS,
584,98.32%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,10535.97665,barcode190,B04,AN,MRS,
37482,0.27%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,28.98371945,barcode190,B04,AN,MRS,
562,0.52%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,56.0209175,barcode190,B04,AN,MRS,
2420313,0.23%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,24.62941842,barcode190,B04,AN,MRS,
2582830,0.35%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,37.76962408,barcode190,B04,AN,MRS,
584,97.67%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,7380.123726,barcode191,B04,AN,MRS,
1598,1.88%,Limosilactobacillus reuteri,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,142.2305788,barcode191,B04,AN,MRS,
37482,0.35%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,26.64548346,barcode191,B04,AN,MRS,
584,99.84%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,11601.43934,barcode192,B04,AN,CNA,
584,99.72%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,11566.9747,barcode193,B04,AN,CNA,
562,99.80%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,17725.11467,barcode194,B04,AN,CNA,
47770,98.15%,Lactobacillus crispatus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,53.98148148,barcode195,B04,AN,CNA,
584,1.85%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,1.018518519,barcode195,B04,AN,CNA,
562,72.00%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,10404.98282,barcode196,B04,AN,CNAB,
584,27.67%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,3999.440832,barcode196,B04,AN,CNAB,
562,90.07%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,10042.51964,barcode197,B04,AN,CNAB,
2060307,2.21%,Enterococcus sp. FDAARGOS_375,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,246.3181867,barcode197,B04,AN,CNAB,
37734,0.25%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,27.3245636,barcode197,B04,AN,CNAB,
1282,5.25%,Staphylococcus epidermidis,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,584.8635392,barcode197,B04,AN,CNAB,
1598,1.83%,Limosilactobacillus reuteri,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,204.0182976,barcode197,B04,AN,CNAB,
584,92.89%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,12639.85798,barcode198,B04,AN,CNAB,
562,6.38%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,868.5854858,barcode198,B04,AN,CNAB,
2060307,0.34%,Enterococcus sp. FDAARGOS_375,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,46.55915637,barcode198,B04,AN,CNAB,
562,95.62%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,37037.5641,barcode199,B04,AN,CNAB,
1598,3.61%,Limosilactobacillus reuteri,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1399.458943,barcode199,B04,AN,CNAB,
817,0.55%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,214.0110497,barcode199,B04,AN,CNAB,
562,74.69%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,8646.420702,barcode200,B04,AN,CNAB,
584,23.45%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,2714.86806,barcode200,B04,AN,CNAB,
1598,1.52%,Limosilactobacillus reuteri,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,176.0460816,barcode200,B04,AN,CNAB,
562,69.53%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,7354.517998,barcode201,B04,AN,BBE,
584,29.63%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,3133.651375,barcode201,B04,AN,BBE,
817,0.48%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,51.00482224,barcode201,B04,AN,BBE,
562,99.09%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,20148.75418,barcode202,B04,AN,BBE,
817,0.66%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,134.0065903,barcode202,B04,AN,BBE,
562,38.57%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,6436.716317,barcode203,B04,AN,BBE,
1353,5.09%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,849.2355997,barcode203,B04,AN,BBE,
